@relation "myrelation"
@attribute feat string
@attribute lemma string
@attribute link string
@attribute sms string
@attribute classatr {positive,negative,neutral}
@data
'A ЕД МУЖ ВИН НЕОД', 'ПЕРВЫЙ', 'опред', 'первый', neutral
'S ЕД МУЖ ВИН НЕОД', 'СПУТНИК', '1-компл', 'спутник', neutral
'S ЕД СРЕД ИМ НЕОД', 'ЭТО', 'fictit', 'это', neutral
'ADV', 'ПЕЧАЛЬНО', 'обст', 'печально', neutral
'S МН МУЖ ИМ ОД', 'ДЕПУТАТ', 'предик', 'Депутаты', neutral
'V НЕСОВ ИЗЪЯВ НЕПРОШ МН 3-Л', 'СОБИРАТЬ', 'эксплет', 'собирают', neutral
'S МН ЖЕН ВИН НЕОД', 'ПОДПИСЬ', '1-компл', 'подписи', neutral
'PR', 'ЗА', '3-компл', 'за', neutral
'S ЕД ЖЕН ВИН НЕОД', 'ОТСТАВКА', 'предл', 'отставку', neutral
'S ЕД МУЖ РОД ОД', 'МИНИСТР', 'квазиагент', 'министра', neutral
'S ЕД СРЕД РОД НЕОД', 'ОБРАЗОВАНИЕ', '1-компл', 'образования', neutral
'NID', 'ЛИВАНОВА', 'квазиагент', 'Ливанова', neutral
'S ЕД ЖЕН ИМ НЕОД', 'МАШИНА', 'предик', 'Машина', neutral
'V СОВ ИЗЪЯВ ПРОШ ЕД ЖЕН', 'СБИВАТЬ', 'эксплет', 'сбила', neutral
'S ЕД МУЖ ВИН НЕОД', 'СКУТЕР', '1-компл', 'скутер', neutral
'PR', 'В', 'атриб', 'в', neutral
'S ЕД СРЕД ПР НЕОД', 'ПОДМОСКОВЬЕ', 'предл', 'Подмосковье', neutral
'S ЕД СРЕД ИМ НЕОД', 'ГЛАВНОЕ', 'fictit', 'Главное', neutral
'CONJ', 'ЧТОБЫ', 'предик', 'чтобы', neutral
'PR', 'В', 'обст', 'в', neutral
'S ЕД ЖЕН ПР НЕОД', 'РОССИЯ', 'предл', 'России', neutral
'PART', 'НЕ', 'огранич', 'не', neutral
'V СОВ ИЗЪЯВ ПРОШ МН', 'ВЗДУМАТЬ', 'подч-союзн', 'вздумали', neutral
'S ЕД СРЕД ВИН НЕОД', 'ЭТО', '1-компл', 'это', neutral
'V НЕСОВ ИНФ', 'ДЕЛАТЬ', '1-компл', 'делать', neutral
'ADV', 'ЗЛОВЕЩЕ', '1-компл', 'Зловеще', neutral
'V НЕСОВ ИЗЪЯВ НЕПРОШ ЕД 3-Л', 'ЗВУЧАТЬ', '', 'звучит', neutral
'NID', 'RT', 'предик', 'RT', neutral
'S', '@107_0', 'аппоз', '@107_0', neutral
'S ЕД ЖЕН ИМ НЕОД', 'КОЛОННА', 'предик', 'Колонна', neutral
'A ЕД ЖЕН РОД', 'ВОЕННЫЙ', 'опред', 'военной', neutral
'S ЕД ЖЕН РОД НЕОД', 'ТЕХНИКА', 'квазиагент', 'техники', neutral
'V СОВ ИЗЪЯВ ПРОШ ЕД ЖЕН', 'ПОДХОДИТЬ', 'разъяснит', 'подошла', neutral
'PR', 'К', '2-компл', 'к', neutral
'A ЕД ЖЕН ДАТ', 'МАНЕЖНЫЙ', 'опред', 'Манежной', neutral
'S ЕД ЖЕН ДАТ НЕОД', 'ПЛОЩАДЬ', 'предл', 'площади', neutral
'ADV', 'СЕЙЧАС', 'обст', 'сейчас', neutral
'V СОВ ИЗЪЯВ НЕПРОШ ЕД 3-Л', 'ДОКАЗЫВАТЬ', 'разъяснит', 'докажет', neutral
'CONJ', 'ЧТО', '1-компл', 'что', neutral
'S ЕД МУЖ ДАТ ОД', 'ОН', '1-компл', 'ему', neutral
'PART', 'НЕ', 'огранич', 'не', neutral
'A КР ЕД СРЕД', 'ВАЖНЫЙ', 'подч-союзн', 'важно', neutral
'ADV', 'СКОЛЬКО', 'предик', 'сколько', neutral
'S ЕД МУЖ ВИН ОД', 'ОН', '1-компл', 'его', neutral
'V НЕСОВ ИЗЪЯВ НЕПРОШ ЕД 3-Л', 'СЛУШАТЬ', 'разъяснит', 'слушает', neutral
'PR', 'ПО', 'обст', 'по', neutral
'S ЕД СРЕД РОД НЕОД', 'РАДИО', '1-компл', 'радио', neutral
'PR', 'ИЗ', '1-компл', 'Из', neutral
'S ЕД МУЖ РОД НЕОД', 'ИЗОЛЯТОР', 'предл', 'изолятора', neutral
'A ЕД ЖЕН ИМ', 'МАТРОССКИЙ', 'опред', 'Матросская', neutral
'S ЕД ЖЕН ИМ НЕОД', 'ТИШИНА', 'аппоз', 'тишина', neutral
'V СОВ ИЗЪЯВ ПРОШ ЕД МУЖ', 'СБЕГАТЬ', 'предик', 'сбежал', neutral
'S ЕД МУЖ ИМ ОД', 'ОБВИНЯЕМЫЙ', 'предик', 'обвиняемый', neutral
'PR', 'В', '1-компл', 'в', neutral
'S ЕД СРЕД ПР НЕОД', 'УБИЙСТВО', 'предл', 'убийстве', neutral
'S ЕД МУЖ ИМ ОД', 'ЖИТЕЛЬ', 'предик', 'Житель', neutral
'S ЕД ЖЕН РОД НЕОД', 'КАМЧАТКА', '1-компл', 'Камчатки', neutral
'V СОВ ИЗЪЯВ ПРОШ ЕД МУЖ', 'ЗАЯВЛЯТЬ', 'вводн', 'заявил', neutral
'PR', 'В', 'обст', 'в', neutral
'S ЕД МУЖ МЕСТН НЕОД', 'АЭРОПОРТ', 'предл', 'аэропорту', neutral
'S ЕД СРЕД ИМ НЕОД', 'ЧТО', 'предик', 'что', neutral
'V НЕСОВ ИЗЪЯВ НЕПРОШ ЕД 3-Л', 'ХОТЕТЬ', 'изъясн', 'хочет', neutral
'V СОВ ИНФ', 'ВЗРЫВАТЬ', '1-компл', 'взорвать', neutral
'S ЕД МУЖ ВИН НЕОД', 'САМОЛЕТ', '1-компл', 'самолёт', neutral
'S ЕД ЖЕН ИМ НЕОД', 'КОЛОННА', 'аппоз', 'Колонна', neutral
'A ЕД ЖЕН РОД', 'ВОЕННЫЙ', 'опред', 'военной', neutral
'S ЕД ЖЕН РОД НЕОД', 'ТЕХНИКА', 'квазиагент', 'техники', neutral
'V СОВ ИЗЪЯВ ПРОШ ЕД ЖЕН', 'ПОДХОДИТЬ', 'изъясн', 'подошла', neutral
'PR', 'К', '2-компл', 'к', neutral
'A ЕД ЖЕН ДАТ', 'МАНЕЖНЫЙ', 'опред', 'Манежной', neutral
'S ЕД ЖЕН ДАТ НЕОД', 'ПЛОЩАДЬ', 'предл', 'площади', neutral
'ADV', 'ТО ЕСТЬ', 'огранич', 'То есть', neutral
'ADV', 'МОЖНО', 'присвяз', 'можно', neutral
'V НЕСОВ ИЗЪЯВ НЕПРОШ ЕД 3-Л', 'БЫТЬ', '', 'будет', neutral
'V СОВ ИНФ', 'ПОКУПАТЬ', 'обст', 'купить', neutral
'V СОВ ПРИЧ ПРОШ ЕД МУЖ ВИН ОД', 'ПОНРАВИТЬСЯ', 'опред', 'понравившегося', neutral
'S ЕД МУЖ ВИН ОД', 'ДЕПУТАТ', '1-компл', 'депутата', neutral
'S ЕД МУЖ РОД ОД', 'СПОРТСМЕН', 'атриб', 'Спортсмена', neutral
'PR', 'В', 'обст', 'в', neutral
'S ЕД МУЖ ПР НЕОД', 'БЕЛГОРОД', 'предл', 'Белгороде', neutral
'V СОВ ИЗЪЯВ ПРОШ МН', 'САЖАТЬ', 'fictit', 'посадили', neutral
'PR', 'НА', 'обст', 'на', neutral
'NUM', '9,5', 'количест', '9,5', neutral
'S МН МУЖ РОД НЕОД', 'ГОД', '1-компл', 'лет', neutral
'PR', 'ЗА', 'атриб', 'за', neutral
'S ЕД СРЕД ВИН НЕОД', 'УБИЙСТВО', 'предл', 'убийство', neutral
'PR', 'В', 'атриб', 'в', neutral
'A ЕД МУЖ ПР', 'НОЧНОЙ', 'опред', 'ночном', neutral
'S ЕД МУЖ ПР НЕОД', 'КЛУБ', 'предл', 'клубе', neutral
'S', 'В', 'аппоз', 'В', neutral
'S ЕД ЖЕН ДАТ НЕОД', 'ЛДПР', '2-компл', 'ЛДПР', neutral
'V НЕСОВ ИЗЪЯВ НЕПРОШ МН 3-Л', 'ПРЕДЛАГАТЬ', 'fictit', 'предлагают', neutral
'V СОВ ИНФ', 'ВВОДИТЬ', '1-компл', 'ввести', neutral
'S ЕД МУЖ ВИН НЕОД', 'ДЕНЬ', '1-компл', 'день', neutral
'A МН РОД', 'НАРОДНЫЙ', 'опред', 'народных', neutral
'S МН ЖЕН РОД НЕОД', 'РАСПРОДАЖА', 'квазиагент', 'распродаж', neutral
'PR', 'ПЕРЕД', 'атриб', 'перед', neutral
'S МН МУЖ ТВОР НЕОД', 'ВЫБОРЫ', 'предл', 'выборами', neutral
'S ЕД ЖЕН ИМ НЕОД', 'РАБОТА', 'предик', 'Работа', neutral
'S МН МУЖ РОД ОД', 'СПАСАТЕЛЬ', 'квазиагент', 'спасателей', neutral
'PR', 'НА', 'атриб', 'на', neutral
'S ЕД СРЕД ПР НЕОД', 'МЕСТО', 'предл', 'месте', neutral
'S ЕД СРЕД РОД НЕОД', 'КРУШЕНИЕ', 'квазиагент', 'крушения', neutral
'S ЕД МУЖ РОД НЕОД', 'МИ', 'квазиагент', 'Ми', neutral
'NUM', '8', 'аппоз', '8', neutral
'PR', 'В', 'обст', 'в', neutral
'S ЕД СРЕД ПР НЕОД', 'ПРИАНГАРЬЕ', 'предл', 'Приангарье', neutral
'V СОВ СТРАД ПРИЧ ПРОШ КР ЕД ЖЕН', 'ПРИОСТАНАВЛИВАТЬ', 'fictit', 'приостановлена', neutral
'S ЕД МУЖ ИМ НЕОД', 'ЦСКА', 'предик', 'ЦСКА', neutral
'V СОВ ИЗЪЯВ ПРОШ ЕД МУЖ', 'ВЫХОДИТЬ', 'fictit', 'вышел', neutral
'PR', 'В', '2-компл', 'в', neutral
'S ЕД МУЖ ВИН НЕОД', 'ФИНАЛ', 'предл', 'финал', neutral
'A ЕД МУЖ РОД', 'ФУТБОЛЬНЫЙ', 'опред', 'футбольного', neutral
'S ЕД МУЖ РОД НЕОД', 'КУБОК', 'квазиагент', 'Кубка', neutral
'S ЕД ЖЕН РОД НЕОД', 'РОССИЯ', 'квазиагент', 'России', neutral
'S ЕД МУЖ ИМ ОД', 'ЭКСПЕРТ', 'предик', 'Эксперт', neutral
'V НЕСОВ ИЗЪЯВ НЕПРОШ ЕД 3-Л', 'ПРОГНОЗИРОВАТЬ', 'вводн', 'прогнозирует', neutral
'S ЕД МУЖ ВИН НЕОД', 'РОСТ', '1-компл', 'рост', neutral
'S МН СРЕД РОД НЕОД', 'ТРЕБОВАНИЕ', 'квазиагент', 'требований', neutral
'PR', 'К', '2-компл', 'к', neutral
'S ЕД ЖЕН ДАТ НЕОД', 'СИСТЕМА', 'предл', 'системе', neutral
'A СЛ', 'ГОСУДАРСТВЕННЫЙ', 'композ', 'гос', neutral
'S ЕД СРЕД РОД НЕОД', 'УПРАВЛЕНИЕ', 'квазиагент', 'управления', neutral
'A ЕД МУЖ ИМ', 'ПЬЯНЫЙ', 'опред', 'Пьяный', neutral
'S ЕД МУЖ ИМ ОД', 'НЕМЕЦ', 'предик', 'немец', neutral
'V СОВ ИЗЪЯВ ПРОШ ЕД МУЖ', 'КРАСТЬ', 'fictit', 'украл', neutral
'S ЕД ЖЕН ВИН НЕОД', 'СТАТУЯ', '1-компл', 'статую', neutral
'S ЕД МУЖ РОД ОД', 'КАРЛ', 'квазиагент', 'Карла', neutral
'S ЕД МУЖ РОД ОД', 'МАРКС', 'аппоз', 'Маркса', neutral
'S ЕД ЖЕН ИМ НЕОД', 'ЖОПА', 'предик', 'жопа', neutral
'V НЕСОВ ИНФ', 'ЕСТЬ', 'предик', 'есть', neutral
'CONJ', 'А', 'сент-соч', 'а', neutral
'S ЕД СРЕД РОД НЕОД', 'СЛОВО', 'предик', 'слова', neutral
'V НЕСОВ ИЗЪЯВ НЕПРОШ ЕД 3-Л', 'НЕТ', 'соч-союзн', 'нет', neutral
'A ЕД МУЖ ИМ', 'ПЬЯНЫЙ', 'опред', 'Пьяный', neutral
'S ЕД МУЖ ИМ ОД', 'НЕМЕЦ', 'предик', 'немец', neutral
'V СОВ ИЗЪЯВ ПРОШ ЕД МУЖ', 'КРАСТЬ', '', 'украл', neutral
'S ЕД ЖЕН ВИН НЕОД', 'СТАТУЯ', '1-компл', 'статую', neutral
'S ЕД МУЖ РОД ОД', 'КАРЛ', '1-компл', 'Карла', neutral
'S ЕД МУЖ РОД ОД', 'МАРКС', 'аппоз', 'Маркса', neutral
'A ЕД МУЖ ИМ', 'ПЬЯНЫЙ', 'опред', 'Пьяный', neutral
'S ЕД МУЖ ИМ ОД', 'ЖИТЕЛЬ', 'предик', 'житель', neutral
'S ЕД СРЕД РОД НЕОД', 'СТАВРОПОЛЬЕ', '1-компл', 'Ставрополья', neutral
'V СОВ ИЗЪЯВ ПРОШ ЕД МУЖ', 'УСТРАИВАТЬ', 'fictit', 'устроил', neutral
'S ЕД ЖЕН ВИН НЕОД', 'СТРЕЛЬБА', '1-компл', 'стрельбу', neutral
'PR', 'НА', 'обст', 'на', neutral
'S ЕД ЖЕН ПР НЕОД', 'УЛИЦА', 'предл', 'улице', neutral
'PR', 'В', '1-компл', 'В', neutral
'S ЕД МУЖ ПР НЕОД', 'ВОЛГОГРАД', 'предл', 'Волгограде', neutral
'V СОВ ИЗЪЯВ ПРОШ МН', 'НАХОДИТЬСЯ', '2-компл', 'нашлись', neutral
'V СОВ ПРИЧ ПРОШ МН ИМ', 'ПРОПАДАТЬ', 'опред', 'пропавшие', neutral
'PR', 'ИЗ', '1-компл', 'из', neutral
'A ЕД МУЖ РОД', 'ДЕТСКИЙ', 'опред', 'детского', neutral
'S ЕД МУЖ РОД НЕОД', 'САД', 'предл', 'сада', neutral
'S МН МУЖ ИМ ОД', 'РЕБЕНОК', 'предик', 'дети', neutral
'S ЕД МУЖ ИМ ОД', 'ЗЯТЬ', 'предик', 'Зять', neutral
'S ЕД МУЖ РОД ОД', 'БЕРЕЗОВСКИЙ', '1-компл', 'Березовского', neutral
'V СОВ ИЗЪЯВ ПРОШ ЕД МУЖ', 'НАЗЫВАТЬ', 'fictit', 'назвал', neutral
'S ЕД ЖЕН ВИН НЕОД', 'ДАТА', '1-компл', 'дату', neutral
'CONJ', 'И', 'сочин', 'и', neutral
'S ЕД СРЕД ВИН НЕОД', 'ВРЕМЯ', 'длительн', 'время', neutral
'S МН ЖЕН РОД НЕОД', 'ПОХОРОНЫ', '1-компл', 'похорон', neutral
'S ЕД МУЖ ВИН ОД', 'ОЛИГАРХ', '1-компл', 'олигарха', neutral
'S МН МУЖ РОД ОД', 'СОТРУДНИК', 'атриб', 'Сотрудников', neutral
'A ЕД ЖЕН РОД', 'МАТРОССКИЙ', 'опред', 'Матросской', neutral
'S ЕД ЖЕН РОД НЕОД', 'ТИШИНА', '1-компл', 'тишины', neutral
'V НЕСОВ ИЗЪЯВ НЕПРОШ МН 3-Л', 'МОЧЬ', 'соч-союзн', 'могут', neutral
'V СОВ ИНФ', 'УВОЛЬНЯТЬ', '1-компл', 'уволить', neutral
'PR', 'ПОСЛЕ', 'обст', 'после', neutral
'S ЕД МУЖ РОД НЕОД', 'ПОБЕГ', 'предл', 'побега', neutral
'S ЕД МУЖ РОД ОД', 'АРЕСТАНТ', 'квазиагент', 'арестанта', neutral
'S МН МУЖ ИМ ОД', 'УЧЕНЫЙ', 'предик', 'Учёные', neutral
'V СОВ ИЗЪЯВ ПРОШ МН', 'ДОКАЗЫВАТЬ', 'соч-союзн', 'доказали', neutral
'S ЕД ЖЕН ВИН НЕОД', 'ПРИВЛЕКАТЕЛЬНОСТЬ', '1-компл', 'привлекательность', neutral
'S МН МУЖ РОД ОД', 'ГИТАРИСТ', 'квазиагент', 'гитаристов', neutral
'PR', 'ДЛЯ', '1-компл', 'для', neutral
'S МН ЖЕН РОД ОД', 'ЖЕНЩИНА', 'предл', 'женщин', neutral
'S ЕД МУЖ ИМ НЕОД', 'ЦСКА', 'предик', 'ЦСКА', neutral
'V СОВ ИЗЪЯВ ПРОШ ЕД МУЖ', 'ВЫХОДИТЬ', 'соч-союзн', 'вышел', neutral
'PR', 'В', '2-компл', 'в', neutral
'S ЕД МУЖ ВИН НЕОД', 'ФИНАЛ', 'предл', 'финал', neutral
'A ЕД МУЖ РОД', 'ФУТБОЛЬНЫЙ', 'опред', 'футбольного', neutral
'S ЕД МУЖ РОД НЕОД', 'КУБОК', 'квазиагент', 'Кубка', neutral
'S ЕД ЖЕН РОД НЕОД', 'РОССИЯ', 'атриб', 'России', neutral
'S ЕД МУЖ РОД ОД', 'СПОРТСМЕН', 'квазиагент', 'Спортсмена', neutral
'PR', 'В', 'обст', 'в', neutral
'S ЕД МУЖ ПР НЕОД', 'БЕЛГОРОД', 'предл', 'Белгороде', neutral
'V СОВ ИЗЪЯВ ПРОШ МН', 'САЖАТЬ', 'соч-союзн', 'посадили', neutral
'PR', 'НА', 'обст', 'на', neutral
'NUM', '9,5', 'количест', '9,5', neutral
'S МН МУЖ РОД НЕОД', 'ГОД', 'предл', 'лет', neutral
'PR', 'ЗА', '2-компл', 'за', neutral
'S ЕД СРЕД ВИН НЕОД', 'УБИЙСТВО', 'предл', 'убийство', neutral
'PR', 'В', 'атриб', 'в', neutral
'A ЕД МУЖ ПР', 'НОЧНОЙ', 'опред', 'ночном', neutral
'S ЕД МУЖ ПР НЕОД', 'КЛУБ', 'предл', 'клубе', neutral
'A ЕД МУЖ ИМ', 'ПЬЯНЫЙ', 'опред', 'Пьяный', neutral
'S ЕД МУЖ ИМ ОД', 'НЕМЕЦ', 'предик', 'немец', neutral
'V СОВ ИЗЪЯВ ПРОШ ЕД МУЖ', 'КРАСТЬ', '', 'украл', neutral
'S ЕД ЖЕН ВИН НЕОД', 'СТАТУЯ', '1-компл', 'статую', neutral
'S ЕД МУЖ РОД ОД', 'КАРЛ', '1-компл', 'Карла', neutral
'S ЕД МУЖ РОД ОД', 'МАРКС', 'аппоз', 'Маркса', neutral
'A ЕД МУЖ ИМ', 'ПЬЯНЫЙ', 'опред', 'пьяный', neutral
'S ЕД МУЖ ИМ ОД', 'МАРКС', 'аппоз', 'Маркс', neutral
'V СОВ ПРИЧ ПРОШ ЕД МУЖ ИМ', 'КРАСТЬ', 'опред', 'укравший', neutral
'S ЕД ЖЕН ВИН НЕОД', 'СТАТУЯ', '1-компл', 'статую', neutral
'S ЕД МУЖ РОД ОД', 'НЕМЕЦ', '1-компл', 'немца', neutral
'V СОВ ИЗЪЯВ ПРОШ ЕД МУЖ', 'ПОПАДАТЬ', 'разъяснит', 'попал', neutral
'PART', 'БЫ', 'аналит', 'бы', neutral
'PR', 'В', '2-компл', 'в', neutral
'S МН МУЖ ВИН НЕОД', 'ТОП', 'предл', 'топы', neutral
'S МН ЖЕН РОД НЕОД', 'НОВОСТЬ', 'квазиагент', 'новостей', neutral
'V СОВ ИЗЪЯВ НЕПРОШ ЕД 3-Л', 'СТАНОВИТЬСЯ', 'сочин', 'станет', neutral
'S ЕД МУЖ ТВОР НЕОД', 'ГОРОД', 'присвяз', 'городом', neutral
'A МН РОД', 'РОЗОВЫЙ', 'опред', 'розовых', neutral
'S МН МУЖ РОД НЕОД', 'ТЮЛЬПАН', 'атриб', 'тюльпанов', neutral
'A МН ВИН НЕОД', 'НАШ', '1-компл', 'наши', neutral
'A МН ВИН НЕОД', 'УМНЫЙ', 'сочин', 'умные', neutral
'V СОВ ИЗЪЯВ ПРОШ МН', 'СООБРАЖАТЬ', 'сент-соч', 'сообразили', neutral
'S', 'А', 'предик', 'А', neutral
'CONJ', 'ЕСЛИ', 'обст', 'если', neutral
'S МН РОД ОД', 'ОНИ', 'атриб', 'их', neutral
'A МН ВИН НЕОД', 'НОВЫЙ', 'опред', 'новые', neutral
'S МН ЖЕН ВИН НЕОД', 'МАШИНА', '1-компл', 'машины', neutral
'V СОВ ИНФ', 'КРАСИТЬ', 'инф-союзн', 'покрасить', neutral
'PR', 'В', '3-компл', 'в', neutral
'A ЕД МУЖ ВИН НЕОД', 'РОЗОВЫЙ', 'опред', 'розовый', neutral
'S ЕД МУЖ ВИН НЕОД', 'ЦВЕТ', 'предл', 'цвет', neutral
'S ЕД МУЖ ВИН НЕОД', 'ГОРОД', '1-компл', 'Город', neutral
'V СОВ ПОВ ЕД 2-Л', 'ПРЕОБРАЖАТЬ', 'fictit', 'преобрази', neutral
'S ЕД ЖЕН ВИН НЕОД', 'ПРОДАЖА', '1-компл', 'Продажу', neutral
'A МН РОД', 'РОЗОВЫЙ', 'опред', 'розовых', neutral
'S МН МУЖ РОД НЕОД', 'МОБИЛЬНИК', '1-компл', 'мобильников', neutral
'NID', 'ЗАКСОБРАНИЮ', 'аппоз', 'Заксобранию', neutral
'S ЕД МУЖ РОД НЕОД', 'ПЕТЕРБУРГ', 'атриб', 'Петербурга', neutral
'V СОВ ИЗЪЯВ ПРОШ МН', 'НАЗЫВАТЬ', 'fictit', 'назвали', neutral
'S ЕД МУЖ ТВОР НЕОД', 'ЗАГОВОР', '2-компл', 'заговором', neutral
